date,dispersion,mean_ratio,range,regime,level_regime
2025-11-25,0.08427059598928824,0.19048506698551104,0.3025525874748446,diverged,low
2025-11-26,0.08522961895071447,0.19179960938632767,0.30643908944405324,diverged,low
2025-11-28,0.08787996304989747,0.20250179779357486,0.31870472625076074,diverged,mid
2025-12-01,0.09022295836853554,0.21133784555801655,0.3229292030413022,diverged,mid
2025-12-02,0.0900318319828089,0.22250043856476467,0.3135240801800905,diverged,mid
2025-12-03,0.09376220112268052,0.23667708543856014,0.3131111600409323,diverged,mid
2025-12-04,0.09582588149902256,0.25158695728812064,0.3158198169932814,diverged,mid
2025-12-05,0.10024747663684054,0.2681716650242989,0.31664832062499043,diverged,mid
2025-12-08,0.10316840033414314,0.28023950700239564,0.32266914596953655,diverged,mid
2025-12-09,0.1038501230315156,0.2878925519713067,0.3397319581420556,diverged,mid
2025-12-10,0.10514653086300049,0.29295678794417285,0.35282681458615817,diverged,mid
2025-12-11,0.10778222862864775,0.2958706657964636,0.3663038837209075,diverged,mid
2025-12-12,0.11000375079491112,0.293979896679868,0.3874988674638865,diverged,mid
2025-12-15,0.11176251502945644,0.29623739895204415,0.3974548716046733,diverged,mid
2025-12-16,0.11611568420709636,0.2970065458212259,0.41461701780012566,diverged,mid
2025-12-17,0.11766657758994419,0.2920077588894995,0.4276387803570587,diverged,mid
2025-12-18,0.11964484985791521,0.28654084376990285,0.44200209799500484,diverged,mid
2025-12-19,0.12273877045413888,0.2848331248283306,0.4493119952615614,diverged,mid
2025-12-22,0.12575328713542397,0.2859958603277381,0.4569568109082019,diverged,mid
2025-12-23,0.12899309519499466,0.2867584491389763,0.4625484914099543,diverged,mid
2025-12-24,0.13165065517642133,0.28631675898182096,0.4695565939580163,diverged,mid
2025-12-26,0.13340116393015883,0.28244892092033475,0.4786029126562776,diverged,mid
2025-12-29,0.13234399263209537,0.2776422855542325,0.47731432805247564,diverged,mid
2025-12-30,0.13038810200312306,0.2681721995038034,0.4749512563415777,diverged,mid
2025-12-31,0.12450081195103513,0.2572294893467077,0.4585205851667778,diverged,mid
2026-01-02,0.1189134444465637,0.25444950802599436,0.43413399139789133,diverged,mid
2026-01-05,0.1171938956449381,0.2547789128972664,0.4223471632929564,diverged,mid
2026-01-06,0.11730004019337723,0.2557664934941323,0.4186111704338927,diverged,mid
2026-01-07,0.11551394887622057,0.2526771302174127,0.41213229719445615,diverged,mid
2026-01-08,0.1144884588676502,0.25450158411187473,0.4135460740819385,diverged,mid
2026-01-09,0.11393857941140183,0.25663693695345485,0.41147472799758356,diverged,mid
